Customer ID,Age,Gender,City,Region,Annual Income,Total Purchases,Total Spending,Average Order Value,Purchase Frequency,Last Purchase Date,Recency,Preferred Category,Customer Type
CUST-0755,18,Male,Dallas,Central,59493.75,13,2551.19,196.25,8,2026-08-09,15,Groceries,Returning
CUST-0756,43,Male,Buffalo,East,37609.88,7,681.46,97.35,5,2026-08-19,5,Furniture,Returning
CUST-0757,44,Male,Boulder,Central,31543.22,5,594.79,118.96,4,2026-08-05,19,Home Essentials,New
CUST-0758,46,Female,Orlando,South,69479.4,14,2039.96,145.71,9,2026-07-01,54,Groceries,Loyal
CUST-0759,47,Male,Los Angeles,West,66460.88,13,805.53,61.96,13,2026-07-20,35,Fashion,Returning
CUST-0760,44,Female,Portland,West,34633.75,17,2700.91,158.88,12,2026-07-31,24,Groceries,Returning
CUST-0761,33,Male,Charlotte,South,57196.72,7,1194.6,170.66,7,2026-05-01,115,Office Supplies,Returning
CUST-0762,23,Female,Philadelphia,East,85101.65,16,1613.01,100.81,14,2026-06-23,62,Furniture,Returning
CUST-0763,44,Male,Denver,Central,90840.97,7,767.23,109.6,4,2026-05-20,96,Groceries,Returning
CUST-0764,22,Female,San Diego,West,95885.98,9,1441.43,160.16,6,2026-06-18,67,Furniture,Returning
CUST-0765,36,Male,Charlotte,South,80931.58,1,103.96,103.96,1,2026-08-11,13,Groceries,Returning
CUST-0766,49,Male,Philadelphia,East,127360.55,1,134.37,134.37,1,2026-07-30,25,Groceries,New
CUST-0767,35,Male,Springfield,Central,44827.61,7,892.13,127.45,7,2026-08-16,8,Technology,Returning
CUST-0768,53,Female,San Francisco,West,87282.31,17,1893.23,111.37,16,2026-07-10,45,Groceries,Returning
CUST-0769,38,Female,Savannah,South,72093.86,5,854.76,170.95,5,2025-11-22,275,Home Essentials,Returning
CUST-0770,32,Male,Savannah,South,73163.07,11,1522.86,138.44,11,2026-07-17,38,Groceries,Returning
CUST-0771,32,Female,Philadelphia,East,60854.85,1,83.36,83.36,1,2026-07-18,37,Office Supplies,New
CUST-0772,41,Female,Raleigh,South,56985.76,6,712.64,118.77,5,2026-06-30,55,Office Supplies,Returning
CUST-0773,50,Female,Spokane,West,92073.09,9,931.74,103.53,6,2026-04-06,140,Fashion,Returning
CUST-0774,18,Male,Savannah,South,46910.77,14,1581.48,112.96,11,2026-08-17,7,Groceries,Returning
CUST-0775,34,Male,Atlanta,South,74318.85,13,1482.81,114.06,10,2026-07-23,32,Office Supplies,Loyal
CUST-0776,47,Female,Spokane,West,73253.86,27,3583.73,132.73,15,2026-06-29,56,Office Supplies,Loyal
CUST-0777,48,Female,Cambridge,East,108161.3,10,897.04,89.7,7,2026-07-29,26,Furniture,Returning
CUST-0778,61,Male,San Francisco,West,75023.33,15,1917.26,127.82,9,2026-08-02,22,Groceries,New
CUST-0779,37,Female,San Francisco,West,70372.58,14,1970.92,140.78,11,2026-08-07,17,Furniture,Loyal
CUST-0780,33,Female,Pittsburgh,East,52308.99,8,1117.48,139.68,5,2026-07-10,45,Technology,Returning
CUST-0781,27,Male,Denver,Central,62454.8,8,969.05,121.13,7,2026-05-01,115,Office Supplies,Returning
CUST-0782,24,Male,Tampa,South,73215.27,11,1140.29,103.66,8,2026-05-27,89,Technology,New
CUST-0783,37,Female,Spokane,West,125442.66,1,163.1,163.1,1,2026-05-31,85,Furniture,New
CUST-0784,38,Female,Savannah,South,94632.33,11,1160.04,105.46,8,2026-05-03,113,Technology,Returning
CUST-0785,36,Male,Miami,South,91473.34,25,2743.77,109.75,18,2026-06-16,69,Groceries,Loyal
CUST-0786,29,Female,San Francisco,West,52057.67,5,806.19,161.24,3,2026-06-22,63,Groceries,New
CUST-0787,63,Female,Spokane,West,66975.04,16,2028.35,126.77,9,2026-05-23,93,Fashion,New
CUST-0788,57,Female,Cambridge,East,68108.49,19,2378.16,125.17,11,2026-08-14,10,Technology,Returning
CUST-0789,18,Male,Portland,West,47025.71,15,1416.74,94.45,11,2026-08-20,4,Technology,Loyal
CUST-0790,53,Female,Dallas,Central,63295.46,7,569.93,81.42,6,2026-07-07,48,Office Supplies,Returning
CUST-0791,47,Female,Chicago,Central,102170.96,21,2476.06,117.91,13,2026-07-01,54,Furniture,Returning
CUST-0792,32,Female,Houston,Central,46099.03,1,108.27,108.27,1,2026-01-25,211,Home Essentials,New
CUST-0793,40,Male,Houston,Central,65466.59,10,1325.9,132.59,6,2026-06-03,82,Office Supplies,Loyal
CUST-0794,35,Male,Denver,Central,76711.18,10,1042.37,104.24,9,2026-08-13,11,Fashion,Returning
CUST-0795,38,Male,Boston,East,47116.06,1,98.75,98.75,1,2026-05-21,95,Technology,New
CUST-0796,36,Male,Miami,South,66995.76,12,1751.79,145.98,11,2026-08-14,10,Fashion,Loyal
CUST-0797,41,Female,San Diego,West,101976.68,16,1493.81,93.36,9,2026-03-01,176,Office Supplies,Returning
CUST-0798,47,Female,New York City,East,70315.68,7,889.5,127.07,6,2026-07-27,28,Fashion,Returning
CUST-0799,33,Male,San Francisco,West,66178.79,10,1231.19,123.12,8,2026-08-08,16,Groceries,Returning
CUST-0800,28,Female,Spokane,West,65511.4,13,1915.52,147.35,8,2026-03-16,161,Furniture,New
CUST-0801,18,Male,Chicago,Central,117019.04,9,2012.99,223.67,7,2026-04-15,131,Office Supplies,Loyal
CUST-0802,42,Male,Houston,Central,47033.05,6,541.0,90.17,5,2026-08-22,2,Fashion,Returning
CUST-0803,44,Female,Boston,East,67758.24,31,4145.51,133.73,20,2026-08-10,14,Office Supplies,Loyal
CUST-0804,30,Male,Denver,Central,80039.04,4,445.41,111.35,3,2026-03-31,146,Office Supplies,Returning
CUST-0805,44,Female,Charlotte,South,111329.52,4,627.07,156.77,3,2026-08-12,12,Groceries,New
CUST-0806,28,Female,New York City,East,62740.69,5,403.02,80.6,4,2026-08-22,2,Technology,New
CUST-0807,52,Female,Orlando,South,79226.96,6,724.74,120.79,6,2026-03-30,147,Technology,New
CUST-0808,46,Female,San Diego,West,57861.24,3,463.16,154.39,3,2026-08-17,7,Groceries,New
CUST-0809,36,Male,Spokane,West,95648.18,10,1337.81,133.78,9,2026-07-06,49,Furniture,Returning
CUST-0810,39,Male,Eugene,West,78526.47,1,110.72,110.72,1,2025-11-03,294,Technology,New
CUST-0811,69,Male,Austin,Central,77064.35,5,792.47,158.49,4,2026-08-23,1,Technology,New
CUST-0812,45,Female,Boulder,Central,81358.3,8,1182.3,147.79,7,2026-07-11,44,Fashion,New
CUST-0813,28,Female,Buffalo,East,54401.52,5,559.68,111.94,3,2026-06-21,64,Technology,Returning
CUST-0814,41,Female,Cambridge,East,78522.74,21,2890.4,137.64,16,2026-07-10,45,Groceries,Loyal
CUST-0815,37,,Miami,South,72616.6,17,1461.51,85.97,12,2026-08-20,4,Home Essentials,Loyal
CUST-0816,62,Male,Charlotte,South,52867.91,1,112.84,112.84,1,2026-07-21,34,Technology,New
CUST-0817,58,Female,Dallas,Central,76921.82,29,1851.16,63.83,16,2026-08-04,20,Groceries,Returning
CUST-0818,45,Female,Philadelphia,East,45053.09,18,2032.15,112.9,15,2026-08-04,20,Home Essentials,Returning
CUST-0819,59,Female,Dallas,Central,66064.75,13,1306.39,100.49,8,2026-01-11,225,Furniture,New
CUST-0820,41,Male,Spokane,West,90325.21,13,1398.11,107.55,9,2026-06-10,75,Office Supplies,Loyal
CUST-0821,57,Male,Seattle,West,103815.9,1,110.31,110.31,1,2025-12-07,260,Technology,New
CUST-0822,41,Male,New York City,East,54865.98,19,2797.19,147.22,11,2026-06-28,57,Fashion,Returning
CUST-0823,36,Female,Tampa,South,70691.11,10,1248.51,124.85,8,2026-07-28,27,Fashion,Returning
CUST-0824,35,Female,Boulder,Central,60217.62,12,1188.74,99.06,8,2026-03-27,150,Fashion,New
CUST-0825,35,Other,Cambridge,East,115021.33,16,2063.84,128.99,9,2026-07-20,35,Groceries,Returning
CUST-0826,18,Female,Spokane,West,102786.86,8,874.4,109.3,8,2026-08-07,17,Groceries,Returning
CUST-0827,40,Female,Chicago,Central,56597.09,12,1875.76,156.31,11,2026-07-18,37,Groceries,Loyal
CUST-0828,54,Female,Houston,Central,64313.96,15,1671.84,111.46,11,2025-12-31,236,Furniture,Returning
CUST-0829,20,Female,Savannah,South,49145.3,20,1530.39,76.52,12,2026-08-23,1,Fashion,Loyal
CUST-0830,47,Male,Tampa,South,95175.91,21,2381.68,113.41,15,2026-06-17,68,Furniture,Loyal
CUST-0831,46,Female,Atlanta,South,93565.61,5,891.1,178.22,5,2026-08-13,11,Furniture,Returning
CUST-0832,26,Female,Tampa,South,87675.06,9,962.41,106.93,7,2026-03-08,169,Furniture,Returning
CUST-0833,47,Male,Eugene,West,126255.41,9,1754.23,194.91,6,2026-04-30,116,Fashion,Returning
CUST-0834,35,Female,Tampa,South,58792.54,1,115.5,115.5,1,2026-01-02,234,Furniture,New
CUST-0835,45,Female,Miami,South,65283.87,20,2061.2,103.06,11,2026-08-20,4,Technology,Loyal
CUST-0836,34,Female,Miami,South,97181.8,4,523.88,130.97,3,2026-08-09,15,Technology,Returning
CUST-0837,48,Female,Raleigh,South,60278.16,8,872.59,109.07,5,2026-07-09,46,Home Essentials,New
CUST-0838,18,Male,San Diego,West,72350.55,6,611.2,101.87,6,2026-06-18,67,Furniture,Returning
CUST-0839,32,Female,Boulder,Central,88524.67,7,498.4,71.2,7,2026-03-07,170,Technology,New
CUST-0840,23,Male,San Francisco,West,74382.7,19,1192.79,62.78,11,2026-07-05,50,Fashion,Loyal
CUST-0841,26,Male,Boston,East,126463.57,14,2020.67,144.33,9,2026-08-03,21,Office Supplies,Returning
CUST-0842,58,Female,San Francisco,West,108799.94,1,123.41,123.41,1,2026-08-23,1,Fashion,New
CUST-0843,46,Male,Boston,East,88222.36,21,2169.22,103.3,12,2026-08-09,15,Technology,Returning
CUST-0844,38,Female,Boston,East,71355.21,10,1295.61,129.56,7,2026-07-15,40,Office Supplies,Returning
CUST-0845,28,Female,Boston,East,46718.53,6,481.96,80.33,5,2026-07-15,40,Fashion,Returning
CUST-0846,33,Female,Seattle,West,65903.33,6,645.2,107.53,6,2026-08-15,9,Groceries,Returning
CUST-0847,22,Male,Los Angeles,West,67508.13,9,557.52,61.95,6,2026-07-26,29,Office Supplies,New
CUST-0848,26,Male,Atlanta,South,87026.32,3,394.21,131.4,2,2026-08-22,2,Office Supplies,Returning
CUST-0849,53,Female,Eugene,West,78745.84,7,811.21,115.89,5,2026-08-23,1,Groceries,Returning
CUST-0850,36,Female,Miami,South,58908.63,28,3678.75,131.38,16,2026-07-18,37,Office Supplies,Loyal
CUST-0851,32,Female,San Francisco,West,87050.06,10,989.31,98.93,7,2026-07-26,29,Office Supplies,Returning
CUST-0852,53,Male,Denver,Central,46167.85,6,533.68,88.95,5,2026-07-25,30,Groceries,Returning
CUST-0853,37,Male,Houston,Central,98280.11,4,554.4,138.6,3,2026-08-01,23,Office Supplies,Returning
CUST-0854,48,Female,Buffalo,East,86341.98,6,744.25,124.04,5,2026-08-08,16,Fashion,Returning
CUST-0855,18,Male,Los Angeles,West,70783.75,12,1768.01,147.33,11,2026-02-17,188,Office Supplies,Returning
CUST-0856,38,Male,Tampa,South,56064.02,9,903.55,100.39,8,2026-06-18,67,Office Supplies,Returning
CUST-0857,32,Female,Portland,West,64563.47,8,807.79,100.97,5,2026-06-22,63,Technology,Returning
CUST-0858,22,Female,New York City,East,102034.21,20,2551.81,127.59,11,2026-06-06,79,Technology,Returning
CUST-0859,18,Male,Denver,Central,51971.4,11,1343.76,122.16,8,2026-08-11,13,Technology,Loyal
CUST-0860,39,Male,Seattle,West,87077.71,5,807.08,161.42,5,2026-07-19,36,Furniture,New
CUST-0861,25,Female,New York City,East,50872.07,15,1589.8,105.99,11,2026-02-16,189,Office Supplies,Returning
CUST-0862,50,Female,Chicago,Central,70563.61,8,819.61,102.45,6,2026-08-15,9,Furniture,Returning
CUST-0863,27,Female,New York City,East,78041.64,7,852.16,121.74,4,2026-07-06,49,Fashion,New
CUST-0864,18,Male,Pittsburgh,East,85366.44,8,850.58,106.32,5,2026-08-18,6,Office Supplies,Returning
CUST-0865,23,Male,New York City,East,43326.04,6,772.98,128.83,4,2026-05-07,109,Furniture,Returning
CUST-0866,48,Female,San Diego,West,92166.18,5,461.4,92.28,4,2026-08-19,5,Technology,Returning
CUST-0867,29,Male,Charlotte,South,84858.9,11,1379.68,125.43,11,2026-04-05,141,Fashion,Loyal
CUST-0868,46,Male,Los Angeles,West,94994.38,11,1562.65,142.06,8,2026-08-22,2,Groceries,Returning
CUST-0869,50,Male,Buffalo,East,32289.59,7,710.18,101.45,5,2026-08-07,17,Technology,Returning
CUST-0870,39,Female,Eugene,West,37874.18,5,884.36,176.87,3,2026-05-28,88,Fashion,New
CUST-0871,48,Male,Boulder,Central,35103.83,1,163.73,163.73,1,2026-08-08,16,Furniture,New
CUST-0872,22,Male,Los Angeles,West,74552.59,10,982.27,98.23,10,2026-06-04,81,Office Supplies,Returning
CUST-0873,56,Male,Miami,South,101149.63,27,3780.94,140.03,15,2026-07-28,27,Furniture,New
CUST-0874,56,Male,Seattle,West,103137.46,11,1587.54,144.32,11,2026-05-25,91,Fashion,Returning
CUST-0875,48,Female,Raleigh,South,57498.1,7,698.22,99.75,6,2026-05-21,95,Fashion,Returning
CUST-0876,29,Female,Savannah,South,84772.17,1,196.57,196.57,1,2026-06-21,64,Furniture,New
CUST-0877,42,Male,San Diego,West,116754.35,7,754.5,107.79,4,2026-07-02,53,Furniture,Returning
CUST-0878,23,Female,Boulder,Central,49265.93,18,2135.46,118.64,10,2026-05-13,103,Technology,Returning
CUST-0879,47,Female,San Francisco,West,105747.03,13,1472.4,113.26,10,2026-08-06,18,Technology,Loyal
CUST-0880,40,Other,Boulder,Central,63898.04,5,630.62,126.12,5,2026-07-26,29,Office Supplies,Returning
CUST-0881,36,Female,Chicago,Central,79950.17,1,93.52,93.52,1,2026-07-05,50,Office Supplies,Returning
CUST-0882,36,Female,New York City,East,89378.41,12,1711.23,142.6,12,2026-06-02,83,Fashion,Loyal
CUST-0883,42,Female,Savannah,South,72219.17,18,1822.82,101.27,10,2026-06-24,61,Groceries,Loyal
CUST-0884,49,Female,Boston,East,61990.31,1,107.99,107.99,1,2026-08-06,18,Technology,Returning
CUST-0885,46,Female,Charlotte,South,63438.72,12,1000.19,83.35,10,2026-06-22,63,Office Supplies,Returning
CUST-0886,27,Other,Spokane,West,40114.13,10,1409.94,140.99,10,2026-08-23,1,Furniture,Returning
CUST-0887,38,Female,Savannah,South,89109.5,1,89.75,89.75,1,2026-07-01,54,Office Supplies,New
CUST-0888,34,Male,Boulder,Central,36099.37,17,1317.55,77.5,9,2026-07-07,48,Furniture,Returning
CUST-0889,18,Female,Austin,Central,94342.58,22,4097.98,186.27,13,2026-05-16,100,Groceries,Returning
CUST-0890,30,Male,Raleigh,South,86441.16,14,1305.42,93.24,11,2026-08-19,5,Fashion,Returning
CUST-0891,68,Female,Los Angeles,West,68726.94,24,2282.84,95.12,16,2026-08-23,1,Technology,Loyal
CUST-0892,26,Female,San Francisco,West,96856.26,17,1916.24,112.72,10,2026-08-19,5,Technology,Loyal
CUST-0893,32,Male,Portland,West,43044.7,6,722.66,120.44,4,2026-07-03,52,Technology,Returning
CUST-0894,54,Male,Spokane,West,59255.92,24,2455.37,102.31,16,2026-06-23,62,Office Supplies,Returning
CUST-0895,40,Male,Eugene,West,63127.48,9,386.36,42.93,7,2026-05-12,104,Home Essentials,Returning
CUST-0896,30,Female,Buffalo,East,100151.97,1,78.62,78.62,1,2026-03-22,155,Technology,New
CUST-0897,43,Female,Denver,Central,50006.94,1,97.58,97.58,1,2026-06-28,57,Technology,Returning
CUST-0898,60,Female,Orlando,South,57363.94,2,238.36,119.18,2,2026-06-22,63,Office Supplies,Returning
CUST-0899,34,Male,Tampa,South,68698.92,17,1783.22,104.9,15,2026-08-22,2,Furniture,Loyal
CUST-0900,37,Male,Dallas,Central,83843.27,21,4699.15,223.77,12,2026-04-16,130,Fashion,Loyal
CUST-0901,43,Other,Savannah,South,77362.19,4,374.09,93.52,4,2026-08-21,3,Fashion,Loyal
CUST-0902,30,Female,Boston,East,83355.98,5,409.87,81.97,3,2026-07-25,30,Fashion,Returning
CUST-0903,33,Female,Chicago,Central,49084.56,9,890.02,98.89,9,2026-06-25,60,Technology,New
CUST-0904,38,Male,Boston,East,88423.06,13,994.43,76.49,7,2026-04-13,133,Technology,Returning
CUST-0905,54,Male,Cambridge,East,44864.17,9,863.78,95.98,6,2026-05-13,103,Furniture,New
CUST-0906,55,Female,Boulder,Central,30430.19,10,1293.19,129.32,7,2026-08-08,16,Groceries,Returning
CUST-0907,23,Male,Houston,Central,43427.63,13,958.63,73.74,13,2026-08-10,14,Technology,Returning
CUST-0908,37,Male,Spokane,West,103313.9,1,127.74,127.74,1,2026-06-20,65,Fashion,Returning
CUST-0909,54,Female,Pittsburgh,East,83294.16,1,124.38,124.38,1,2026-07-06,49,Fashion,Returning
CUST-0910,57,Male,San Francisco,West,75690.12,14,1721.04,122.93,9,2026-06-11,74,Furniture,Returning
CUST-0911,43,Female,Charlotte,South,,1,112.71,112.71,1,2026-06-15,70,Fashion,New
CUST-0912,32,Male,Los Angeles,West,22000,7,889.69,127.1,5,2026-08-20,4,Groceries,Returning
CUST-0913,41,Female,Orlando,South,55858.85,16,2270.59,141.91,9,2026-06-21,64,Furniture,New
CUST-0914,31,Female,Miami,South,69741.84,7,850.67,121.52,6,2026-06-09,76,Technology,Returning
CUST-0915,43,Male,Portland,West,111619.57,11,1671.95,152.0,8,2026-02-13,192,Home Essentials,Returning
CUST-0916,53,Male,San Francisco,West,70933.11,14,1614.34,115.31,13,2026-07-13,42,Office Supplies,Loyal
CUST-0917,40,Female,Tampa,South,85502.08,2,291.67,145.84,2,2026-08-23,1,Technology,Returning
CUST-0918,50,Female,Seattle,West,81838.58,1,135.67,135.67,1,2026-08-06,18,Home Essentials,New
CUST-0919,18,Male,Spokane,West,92524.86,1,83.24,83.24,1,2026-04-16,130,Technology,New
CUST-0920,34,Male,Boulder,Central,79141.53,5,556.91,111.38,5,2026-08-13,11,Fashion,Returning
CUST-0921,50,Other,Philadelphia,East,73933.32,4,470.61,117.65,3,2026-04-18,128,Technology,New
CUST-0922,37,Male,San Diego,West,84627.51,1,153.15,153.15,1,2026-03-24,153,Technology,New
CUST-0923,40,Male,Houston,Central,70471.11,14,1912.68,136.62,8,2026-07-27,28,Home Essentials,Returning
CUST-0924,36,Female,New York City,East,52565.48,12,1456.71,121.39,7,2026-07-22,33,Furniture,Returning
CUST-0925,35,Male,Seattle,West,73275.78,14,1780.46,127.18,11,2026-07-30,25,Furniture,Loyal
CUST-0926,27,Male,Chicago,Central,60551.09,6,670.66,111.78,5,2026-08-23,1,Home Essentials,New
CUST-0927,43,Other,Houston,Central,42161.02,3,234.08,78.03,3,2026-07-13,42,Technology,New
CUST-0928,38,Male,Springfield,Central,85696.04,9,1441.8,160.2,8,2026-08-02,22,Furniture,Loyal
CUST-0929,32,Female,Tampa,South,86805.62,8,1486.59,185.82,7,2026-06-09,76,Technology,Loyal
CUST-0930,24,Female,Spokane,West,101790.41,14,1678.21,119.87,9,2026-07-19,36,Fashion,Returning
CUST-0931,30,Female,Boston,East,67376.13,20,2457.55,122.88,11,2026-05-27,89,Office Supplies,Loyal
CUST-0932,58,Male,Tampa,South,44139.09,1,123.59,123.59,1,2026-05-07,109,Furniture,Returning
CUST-0933,44,Other,San Francisco,West,63613.14,8,447.09,55.89,5,2026-07-29,26,Groceries,Returning
CUST-0934,56,Female,Houston,Central,82523.64,3,340.29,113.43,2,2026-06-19,66,Fashion,Returning
CUST-0935,59,Female,Tampa,South,69274.47,5,764.29,152.86,5,2026-08-02,22,Groceries,Returning
CUST-0936,70,Female,Denver,Central,120152.41,27,2543.56,94.21,18,2026-08-23,1,Fashion,Loyal
CUST-0937,50,Male,Pittsburgh,East,48617.55,7,983.13,140.45,5,2026-08-18,6,Groceries,New
CUST-0938,42,Male,Boston,East,96010.24,1,128.45,128.45,1,2026-07-28,27,Fashion,New
CUST-0939,46,Male,Atlanta,South,63074.41,6,992.61,165.43,4,2026-05-26,90,Groceries,New
CUST-0940,26,Male,Spokane,West,57588.47,28,2248.12,80.29,16,2026-07-13,42,Office Supplies,Returning
CUST-0941,23,Female,Raleigh,South,64909.49,1,155.05,155.05,1,2026-06-10,75,Office Supplies,New
CUST-0942,54,Female,San Francisco,West,96257.95,6,904.25,150.71,6,2026-07-24,31,Home Essentials,Loyal
CUST-0943,24,Female,Denver,Central,77004.44,28,1839.75,65.71,18,2026-08-12,12,Office Supplies,Loyal
CUST-0944,52,Male,Seattle,West,52269.6,10,1150.42,115.04,8,2026-08-14,10,Office Supplies,Returning
CUST-0945,22,Female,Miami,South,98010.78,9,632.39,70.27,5,2026-07-03,52,Groceries,New
CUST-0946,37,Male,Chicago,Central,54666.8,1,100.93,100.93,1,2026-05-28,88,Technology,New
CUST-0947,45,Male,Houston,Central,38830.34,16,1473.53,92.1,10,2026-07-16,39,Office Supplies,Returning
CUST-0948,53,Female,Chicago,Central,69479.4,20,949.04,47.45,13,2026-02-25,180,Furniture,Returning
CUST-0949,55,Female,Orlando,South,71176.54,14,1786.62,127.62,8,2026-06-12,73,Furniture,Loyal
CUST-0950,54,Male,Springfield,Central,77157.3,2,236.53,118.26,2,2026-07-15,40,Technology,New
CUST-0951,48,Male,Spokane,West,58646.15,1,87.8,87.8,1,2026-08-15,9,Groceries,New
CUST-0952,52,Male,Spokane,West,104589.78,1,126.8,126.8,1,2026-08-11,13,Home Essentials,New
CUST-0953,46,Female,Philadelphia,East,97645.02,12,1800.53,150.04,12,2026-07-20,35,Groceries,Loyal
CUST-0954,21,Female,Portland,West,53537.51,16,1459.8,91.24,9,2026-07-25,30,Office Supplies,Returning
CUST-0955,49,Female,Charlotte,South,82683.75,9,1437.25,159.69,7,2026-08-18,6,Home Essentials,Returning
CUST-0956,52,Male,Philadelphia,East,58299.46,12,763.31,63.61,7,2026-07-22,33,Office Supplies,Returning
CUST-0957,44,Female,Springfield,Central,64219.27,5,390.75,78.15,4,2026-07-24,31,Fashion,Returning
CUST-0958,38,Female,Portland,West,74152.7,12,1445.15,120.43,12,2026-08-11,13,Furniture,Returning
CUST-0959,52,Male,Boulder,Central,73122.99,10,1376.14,137.61,9,2026-08-05,19,Groceries,Loyal
CUST-0960,23,Female,Raleigh,South,57581.79,16,1649.39,103.09,10,2026-07-07,48,Fashion,Returning
CUST-0961,60,Male,Houston,Central,67357.95,16,1526.28,95.39,10,2026-07-24,31,Office Supplies,Loyal
CUST-0962,36,Female,Savannah,South,76269.84,1,160.37,160.37,1,2026-08-20,4,Office Supplies,Returning
CUST-0963,40,Female,Los Angeles,West,76048.84,6,675.38,112.56,4,2026-04-05,141,Office Supplies,Returning
CUST-0964,35,Female,San Francisco,West,43159.11,15,1236.66,82.44,10,2026-06-07,78,Technology,Returning
CUST-0965,56,Male,Cambridge,East,52595.23,3,301.11,100.37,3,2026-06-28,57,Groceries,New
CUST-0966,42,Female,San Francisco,West,64848.19,5,510.24,102.05,4,2026-08-05,19,Home Essentials,Returning
CUST-0967,23,Male,Charlotte,South,73624.14,2,198.83,99.42,2,2026-04-22,124,Office Supplies,New
CUST-0968,31,Male,Pittsburgh,East,36458.59,7,662.77,94.68,6,2026-07-24,31,Office Supplies,Returning
CUST-0969,29,Female,Houston,Central,105770.92,1,115.88,115.88,1,2026-01-07,229,Groceries,New
CUST-0970,20,Female,Raleigh,South,85052.08,19,2725.9,143.47,14,2026-08-14,10,Office Supplies,Loyal
CUST-0971,45,Female,Charlotte,South,62054.27,5,472.7,94.54,4,2026-04-29,117,Groceries,Returning
CUST-0972,60,Male,Boulder,Central,97776.07,13,1459.36,112.26,12,2026-05-24,92,Technology,Returning
CUST-0973,39,Female,Atlanta,South,59600.33,1,77.7,77.7,1,2026-07-11,44,Groceries,New
CUST-0974,50,Female,Spokane,West,84505.74,6,491.63,81.94,6,2026-06-18,67,Groceries,Returning
CUST-0975,29,Female,Denver,Central,83404.2,15,1482.56,98.84,10,2026-08-20,4,Technology,Loyal
CUST-0976,38,Male,Portland,West,54100.04,1,130.33,130.33,1,2026-08-23,1,Home Essentials,New
CUST-0977,52,Male,Springfield,Central,88319.59,1,119.7,119.7,1,2026-06-09,76,Fashion,New
CUST-0978,18,Female,Pittsburgh,East,99332.14,3,383.16,127.72,2,2026-07-20,35,Furniture,New
CUST-0979,43,Male,Atlanta,South,133713.58,4,621.46,155.37,3,2026-08-19,5,Technology,Returning
CUST-0980,43,Male,Denver,Central,70388.27,27,3331.24,123.38,16,2026-07-06,49,Technology,Loyal
CUST-0981,43,Female,Orlando,South,91875.97,1,118.31,118.31,1,2026-06-19,66,Technology,Returning
CUST-0982,69,Female,Austin,Central,106268.62,4,418.97,104.74,4,2026-06-17,68,Home Essentials,Returning
CUST-0983,53,Male,Houston,Central,59336.45,25,1305.81,52.23,15,2026-06-03,82,Office Supplies,Returning
CUST-0984,24,Male,Atlanta,South,95135.84,7,769.66,109.95,7,2026-07-31,24,Fashion,Returning
CUST-0985,34,Male,Orlando,South,74368.3,22,3150.59,143.21,19,2026-06-29,56,Home Essentials,Loyal
CUST-0986,39,Female,Savannah,South,96724.71,1,102.4,102.4,1,2026-08-17,7,Home Essentials,Returning
CUST-0987,18,Male,Spokane,West,107910.59,11,976.98,88.82,8,2026-08-22,2,Office Supplies,Returning
CUST-0988,32,Male,Boston,East,107200.4,7,1015.84,145.12,7,2026-05-24,92,Office Supplies,Returning
CUST-0989,47,Male,Dallas,Central,104926.08,7,1071.93,153.13,5,2026-08-13,11,Office Supplies,Returning
CUST-0990,38,Female,Denver,Central,84880.36,9,1168.95,129.88,5,2026-06-09,76,Fashion,New
CUST-0991,57,Female,Orlando,South,27028.89,3,268.4,89.47,2,2026-08-10,14,Technology,Returning
CUST-0992,39,Female,Chicago,Central,115021.85,21,2737.3,130.35,13,2026-08-06,18,Groceries,Returning
CUST-0993,18,Female,Philadelphia,East,62622.49,7,781.15,111.59,6,2026-06-13,72,Groceries,New
CUST-0994,61,Female,Raleigh,South,74440.97,1,107.24,107.24,1,2026-06-02,83,Technology,New
CUST-0995,18,Male,Charlotte,South,33537.23,18,1614.24,89.68,11,2026-08-03,21,Technology,Returning
CUST-0996,42,Female,Cambridge,East,87444.54,7,892.04,127.43,5,2026-08-13,11,Furniture,Returning
CUST-0997,44,Female,Buffalo,East,78928.93,19,2206.94,116.15,11,2026-08-02,22,Groceries,Loyal
CUST-0998,18,Male,Boulder,Central,94608.78,22,2565.48,116.61,12,2026-08-06,18,Office Supplies,Returning
CUST-0999,53,Male,San Francisco,West,46082.67,22,3000.16,136.37,12,2026-07-05,50,Fashion,Returning
CUST-1000,46,Male,Tampa,South,144485.34,7,1000.38,142.91,5,2026-08-21,3,Fashion,Returning
